population,average_age,average_health,average_stress,average_bank_balance,average_debt,gini_coefficient,unemployment_rate,average_education,hospital_strain,death_toll,average_life_expectancy,seir_susceptible,seir_exposed,seir_infected,seir_recovered,infant_mortality,tick,government_capital,private_capital,dependency_ratio,total_wealth_inherited,total_wealth_escheated
157,35.73238818120825,71.44711499375747,4.246539254439529,9965.798397546863,90.54137045450103,0.4638116080607493,0.10526315789473684,0.5525695164187759,0.0,4,55.95268334970578,153,0,0,4,26.0,92,-50854.11084353512,994545.7305393727,0.6526315789473685,3276.366166816633,22702.04959450993
157,35.815721514541586,71.4438706742338,3.9056443179043177,10035.113654809884,90.4916107016422,0.4615648339297054,0.09574468085106383,0.5533338476289671,0.0,4,55.95268334970578,153,0,0,4,26.0,93,-52242.028535794496,1006707.1178981347,0.6526315789473685,3276.366166816633,22702.04959450993
157,35.899054847874915,71.1720047136439,4.110780057748177,10106.034552638333,90.6062826703546,0.4592215740266221,0.09574468085106383,0.554098178839158,0.0,4,55.95268334970578,153,0,0,4,26.0,94,-52710.220056071186,1019387.5110852811,0.6702127659574468,3276.366166816633,22702.04959450993
157,35.98238818120825,71.5813461964562,4.061401132451404,10177.162836296684,90.72043888349563,0.45693165404640834,0.09574468085106383,0.5548625100493492,0.0,4,55.95268334970578,153,0,0,4,26.0,95,-54172.607731755445,1033287.9769709313,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.065721514541586,71.30926792164124,4.021813687254802,10248.499326687182,90.83406938059835,0.4546957777783538,0.09574468085106383,0.5556268412595403,0.0,4,55.95268334970578,153,0,0,4,26.0,96,-54421.78542378936,1046860.0639026087,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.149054847874915,71.30602360211758,3.9900600335055896,10320.044847961473,90.94716409709764,0.45251340393312445,0.09574468085106383,0.5563911724697314,0.0,4,55.95268334970578,153,0,0,4,26.0,97,-55292.13774595626,1060935.6474286627,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.23238818120825,71.44679652241989,3.964573952286092,10391.800227533471,91.05971286339006,0.45037950697573614,0.09574468085106383,0.5571555036799224,0.0,4,55.95268334970578,153,0,0,4,26.0,98,-55880.137483407125,1076078.6682002933,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.315721514541586,71.44355220289623,3.9441023999954723,10463.878865170103,91.28427448171605,0.4578794620329485,0.11458333333333333,0.5579198348901135,0.0,4,55.95268334970578,153,0,0,4,26.0,99,-56749.759112023916,1090289.843059046,0.6702127659574468,3276.366166816633,22702.04959450993
157,36.399054847874915,71.17104929963116,4.124878656740714,10536.45258574786,91.70505240786454,0.46969164551829157,0.1414141414141414,0.5585567775652728,0.0,4,55.95268334970578,153,0,0,4,26.0,100,-56692.077474980964,1105246.2442242312,0.6354166666666666,3276.366166816633,22702.04959450993
157,36.48238818120825,71.5813461964562,4.36826559398768,10608.271805085365,92.1288979841371,0.4677134879944167,0.1326530612244898,0.5591937202404319,0.0,4,55.95268334970578,153,0,0,4,26.0,101,-58102.42928625644,1120001.8553159544,0.5858585858585859,3276.366166816633,22702.04959450993
